"Worldbirds Location","Worldbirds Location ID","Worldbirds Latitude","Worldbirds Longitude","Worldbirds Region/State","eBird Location","eBird Region Code","eBird Country Code","eBird Latitude","eBird Longitude"
"NB41_N",4300,37.1948,-8.49355,,,,"PT",,
"NB41_P",4301,37.2128,-8.49338,,,,"PT",,
"NB41_S",4304,37.1766,-8.4712,,,,"PT",,
"NB41_Y",4310,37.1945,-8.4485,,,,"PT",,
"NB42_G",4318,37.249,-8.51557,,,,"PT",,
"NB42_I",4320,37.285,-8.51524,,,,"PT",,
"NB42_K",4322,37.2308,-8.4932,,,,"PT",,
"NB42_S",4329,37.2667,-8.47031,,,,"PT",,
"NB42_U",4331,37.3028,-8.46995,,,,"PT",,
"NB42_W",4333,37.2486,-8.44795,,,,"PT",,
"NB44_K",4372,37.411,-8.49147,,,,"PT",,
"NB44_M",4374,37.4471,-8.49112,,,,"PT",,
"NB44_P",4376,37.4831,-8.49078,,,,"PT",,
"NB44_R",4378,37.4289,-8.4687,,,,"PT",,
"NB44_T",4380,37.465,-8.46834,,,,"PT",,
"NB45",477,37.539,-8.49195,,,,"PT",,
"NB45_F",4392,37.5013,-8.51322,,,,"PT",,
"NB46",490,37.6291,-8.49133,,,,"PT",,
"NB46_A",4412,37.5915,-8.53502,,,,"PT",,
"NB46_G",4418,37.6094,-8.51221,,,,"PT",,
"NB46_K",4422,37.5912,-8.48973,,,,"PT",,
"NB46_N",4425,37.6453,-8.48921,,,,"PT",,
"NB46_R",4428,37.6091,-8.46691,,,,"PT",,
"NB46_X",4434,37.627,-8.44407,,,,"PT",,
"NB48_C",4464,37.8077,-8.53306,,,,"PT",,
"NB48_E",4466,37.8438,-8.53274,,,,"PT",,
"NB48_I",4470,37.8256,-8.51018,,,,"PT",,
"NB48_P",4476,37.8435,-8.48729,,,,"PT",,
"NB48_T",4480,37.8253,-8.46475,,,,"PT",,
"NB48_Z",4486,37.8432,-8.44185,,,,"PT",,
"NB49",533,37.8995,-8.48948,,,,"PT",,
"NB49_V",4507,37.862,-8.44015,,,,"PT",,
"NB50_Y",4535,37.1036,-8.33692,,,,"PT",,
"NB51_D",4540,37.1944,-8.42597,,,,"PT",,
"NB51_G",4543,37.1582,-8.40384,,,,"PT",,
"NB51_K",4547,37.14,-8.38152,,,,"PT",,
"NB51_P",4551,37.2121,-8.38072,,,,"PT",,
"NB51_T",4555,37.1939,-8.3584,,,,"PT",,
"NB51_X",4559,37.1757,-8.33608,,,,"PT",,
"NB53_B",4588,37.3385,-8.42446,,,,"PT",,
"NB53_C",4589,37.3566,-8.42427,,,,"PT",,
"NB53_E",4591,37.3926,-8.42389,,,,"PT",,
"NB53_G",4593,37.3384,-8.40189,,,,"PT",,
"NB53_H",4594,37.3564,-8.4017,,,,"PT",,
"NB53_I",4595,37.3744,-8.4015,,,,"PT",,
"NB53_R",4603,37.3381,-8.35675,,,,"PT",,
"NB53_S",4604,37.3561,-8.35655,,,,"PT",,
"NB53_V",4607,37.3199,-8.3344,,,,"PT",,
"NB53_Z",4611,37.392,-8.33355,,,,"PT",,
"NB55_H",4644,37.5366,-8.39974,,,,"PT",,
"NB55_I",4645,37.5546,-8.39955,,,,"PT",,
"NB55_M",4649,37.5364,-8.37711,,,,"PT",,
"NB55_N",4650,37.5545,-8.37691,,,,"PT",,
"NB55_U",4656,37.5723,-8.35407,,,,"PT",,
"NB55_Y",4660,37.5541,-8.33165,,,,"PT",,
"NB57_I",4695,37.7348,-8.39759,,,,"PT",,
"NB57_K",4697,37.6806,-8.3755,,,,"PT",,
"NB57_M",4699,37.7166,-8.3751,,,,"PT",,
"NB57_P",4701,37.7527,-8.3747,,,,"PT",,
"NB57_R",4703,37.6984,-8.35262,,,,"PT",,
"NB57_X",4709,37.7163,-8.32973,,,,"PT",,
"NB59_D",4740,37.916,-8.41728,,,,"PT",,
"NB59_G",4743,37.8799,-8.39464,,,,"PT",,
"NB59_J",4746,37.934,-8.39448,,,,"PT",,
"NB59_M",4749,37.8979,-8.37185,,,,"PT",,
"NB59_U",4756,37.9339,-8.34898,,,,"PT",,
"NB59_X",4759,37.8978,-8.32637,,,,"PT",,
"NB60_C",4764,37.0854,-8.31464,,,,"PT",,
"NB60_E",4766,37.1215,-8.31421,,,,"PT",,
"NB60_I",4770,37.1033,-8.29193,,,,"PT",,
"NB60_M",4774,37.0851,-8.26965,,,,"PT",,
"NB60_T",4780,37.1029,-8.24693,,,,"PT",,
"NB60_Z",4786,37.1208,-8.22419,,,,"PT",,
"NB62_A",4812,37.2296,-8.31291,,,,"PT",,
"NB62_C",4814,37.2656,-8.31248,,,,"PT",,
"NB62_J",4821,37.3015,-8.28949,,,,"PT",,
"NB62_S",4829,37.2651,-8.24484,,,,"PT",,
"NB62_W",4833,37.2469,-8.22253,,,,"PT",,
"NB62_Z",4836,37.301,-8.22182,,,,"PT",,
"NB64",466,37.4477,-8.26646,,,,"PT",,
"NB64_C",4864,37.4458,-8.31032,,,,"PT",,
"NB64_E",4866,37.4819,-8.30988,,,,"PT",,
"NB64_G",4868,37.4276,-8.28794,,,,"PT",,
"NB64_I",4870,37.4637,-8.28749,,,,"PT",,
"NB64_M",4874,37.4455,-8.26512,,,,"PT",,
"NB64_X",4884,37.4451,-8.21992,,,,"PT",,
"NB68",519,37.8082,-8.26291,,,,"PT",,
"NB68_B",4963,37.7882,-8.30618,,,,"PT",,
"NB68_F",4967,37.77,-8.2837,,,,"PT",,
"NB68_H",4969,37.806,-8.28325,,,,"PT",,
"NB68_Q",4977,37.7696,-8.2383,,,,"PT",,
"NB68_W",4983,37.7875,-8.21536,,,,"PT",,
"NB68_Z",4986,37.8415,-8.21464,,,,"PT",,
"NB70",412,37.0864,-8.15744,,,,"PT",,
"NB73_D",5090,37.3728,-8.19829,,,,"PT",,
"NB73_H",5094,37.3546,-8.17596,,,,"PT",,
"NB73_L",5098,37.3364,-8.15364,,,,"PT",,
"NB73_P",5101,37.3905,-8.15288,,,,"PT",,
"NB73_Q",5102,37.3182,-8.13134,,,,"PT",,
"NB73_T",5105,37.3722,-8.13056,,,,"PT",,
"NB75_C",5139,37.535,-8.19609,,,,"PT",,
"NB75_G",5143,37.5168,-8.17372,,,,"PT",,
"NB75_K",5147,37.4986,-8.15135,,,,"PT",,
"NB75_N",5150,37.5526,-8.15058,,,,"PT",,
"NB75_S",5154,37.5344,-8.12821,,,,"PT",,
"NB75_W",5158,37.5162,-8.10585,,,,"PT",,
"NB76_J",5171,37.661,-8.17171,,,,"PT",,
"NB77",506,37.7173,-8.15035,,,,"PT",,
"NB77_E",5191,37.7512,-8.19315,,,,"PT",,
"NB77_H",5194,37.715,-8.17096,,,,"PT",,
"NB77_I",5195,37.733,-8.17071,,,,"PT",,
"NB77_L",5198,37.6968,-8.14854,,,,"PT",,
"NB77_M",5199,37.7148,-8.14828,,,,"PT",,
"NB77_N",5200,37.7328,-8.14802,,,,"PT",,
"NB77_P",5201,37.7508,-8.14776,,,,"PT",,
"NB77_S",5204,37.7146,-8.1256,,,,"PT",,
"NB77_T",5205,37.7326,-8.12533,,,,"PT",,
"NB77_W",5208,37.6964,-8.10318,,,,"PT",,
"NB77_X",5209,37.7144,-8.10292,,,,"PT",,
"NB78_J",5221,37.8411,-8.1692,,,,"PT",,
"NB78_Y",5235,37.8225,-8.10131,,,,"PT",,
"NB80",413,37.0855,-8.04494,,,,"PT",,
"NB80_B",26450,37.0662543427,-8.0890831305,,,,"PT",,
"NB80_J",26449,37.1201573804,-8.065925789,,,,"PT",,
"NB80_K",26448,37.0478743937,-8.0443216637,,,,"PT",,
"NB80_N",26467,37.101952111,-8.0436428134,,,,"PT",,
"NB80_W",26458,37.0655293085,-7.9991088379,,,,"PT",,
"NB80_Z",26465,37.1196061334,-7.998397413,,,,"PT",,
"NB81",426,37.1757,-8.04381,,,,"PT",,
"NB81_A",5264,37.1378,-8.08604,,,,"PT",,
"NB81_C",26383,37.17441,-8.087786,,,,"PT",,
"NB81_I",5270,37.1918,-8.06316,,,,"PT",,
"NB81_M",5274,37.1736,-8.04076,,,,"PT",,
"NB81_T",5280,37.1916,-8.01811,,,,"PT",,
"NB81_Z",26385,37.209733,-7.997207,,,,"PT",,
"NB82_A",26582,37.228487552,-8.0871354853,,,,"PT",,
"NB82_F",26574,37.2283116655,-8.0645935249,,,,"PT",,
"NB82_G",26590,37.2463371835,-8.0643707883,,,,"PT",,
"NB82_K",26575,37.228131489,-8.0420517627,,,,"PT",,
"NB82_N",26576,37.2822075236,-8.041366843,,,,"PT",,
"NB82_Q",5290,37.2276,-8.01784,,,,"PT",,
"NB82_S",26581,37.2639975288,-8.0190430558,,,,"PT",,
"NB82_U",5291,37.2997,-8.01731,,,,"PT",,
"NB82_V",26588,37.2277582661,-7.9969688519,,,,"PT",,
"NB82_W",26584,37.2457834248,-7.9967300157,,,,"PT",,
"NB82_Z",5293,37.2996,-7.99475,,,,"PT",,
"NB84_E",5318,37.4802,-8.0838,,,,"PT",,
"NB84_F",26720,37.4085643206,-8.0623572089,,,,"PT",,
"NB84_H",5319,37.444,-8.06143,,,,"PT",,
"NB84_I",5320,37.4621,-8.06131,,,,"PT",,
"NB84_L",26725,37.4264078109,-8.0395314206,,,,"PT",,
"NB84_Q",5322,37.4078,-8.0165,,,,"PT",,
"NB84_U",5325,37.4799,-8.01596,,,,"PT",,
"NB84_W",5326,37.4257,-7.99377,,,,"PT",,
"NB84_Y",5328,37.4618,-7.99349,,,,"PT",,
"NB86_B",26354,37.607014,-8.08253,,,,"PT",,
"NB87",507,37.7164,-8.0369,,,,"PT",,
"NB87_C",5351,37.7144,-8.08225,,,,"PT",,
"NB87_I",5357,37.7324,-8.05945,,,,"PT",,
"NB87_N",5362,37.7323,-8.03676,,,,"PT",,
"NB87_Y",5372,37.732,-7.99138,,,,"PT",,
"NB88_B",5375,37.7865,-8.08178,,,,"PT",,
"NB88_D",5377,37.8226,-8.08154,,,,"PT",,
"NB88_G",5380,37.7864,-8.05907,,,,"PT",,
"NB88_H",5381,37.8044,-8.05895,,,,"PT",,
"NB88_L",5385,37.7863,-8.03637,,,,"PT",,
"NB88_Q",5389,37.7682,-8.0138,,,,"PT",,
"NB88_X",5396,37.8041,-7.99082,,,,"PT",,
"NB89_V",5419,37.8604,-7.9856,,,,"PT",,
"NB92_A",26571,37.2275652201,-7.9744277129,,,,"PT",,
"NB92_C",26559,37.2636152305,-7.9739390908,,,,"PT",,
"NB92_F",26570,37.2273678846,-7.9518867912,,,,"PT",,
"NB92_H",26551,37.2634176386,-7.9513874325,,,,"PT",,
"NB92_I",26560,37.2814424311,-7.9511374196,,,,"PT",,
"NB92_K",26567,37.2271662595,-7.9293460916,,,,"PT",,
"NB92_L",26569,37.2451910338,-7.9290911577,,,,"PT",,
"NB92_M",26556,37.2632157517,-7.9288359967,,,,"PT",,
"NB92_S",26553,37.26300957,-7.9062847881,,,,"PT",,
"NB92_Y",26552,37.2808234845,-7.8834676735,,,,"PT",,
"NB93",455,37.3549,-7.92863,,,,"PT",,
"NB93_A",5458,37.3175,-7.97205,,,,"PT",,
"NB93_D",26647,37.3717639096,-7.9724679934,,,,"PT",,
"NB93_G",26648,37.3355164701,-7.9503860438,,,,"PT",,
"NB93_M",26649,37.3533384943,-7.9275567787,,,,"PT",,
"NB93_T",26656,37.3711558878,-7.9047167203,,,,"PT",,
"NB93_U",5469,37.3892,-7.90371,,,,"PT",,
"NB94_A",26711,37.4078130184,-7.9719758783,,,,"PT",,
"NB94_K",26699,37.407411462,-7.9267865098,,,,"PT",,
"NB94_M",5476,37.4434,-7.92583,,,,"PT",,
"NB94_Q",26704,37.4072042079,-7.9041921665,,,,"PT",,
"NB94_R",5477,37.4252,-7.90339,,,,"PT",,
"NB94_T",5478,37.4613,-7.90307,,,,"PT",,
"NB97_B",5512,37.6959,-7.96899,,,,"PT",,
"NB97_C",5513,37.7139,-7.96884,,,,"PT",,
"NB97_G",5517,37.6958,-7.94631,,,,"PT",,
"NB97_L",5522,37.6957,-7.92363,,,,"PT",,
"NB97_P",5525,37.7497,-7.92316,,,,"PT",,
"NB97_S",5528,37.7135,-7.90079,,,,"PT",,
"NB97_T",5529,37.7316,-7.90063,,,,"PT",,
"NB97_W",5532,37.6954,-7.87828,,,,"PT",,
"NB97_X",5533,37.7134,-7.87811,,,,"PT",,
"NB97_Z",5535,37.7495,-7.87777,,,,"PT",,
"NB98_D",5539,37.822,-7.96796,,,,"PT",,
"NB99_A",5561,37.8602,-7.96888,,,,"PT",,
"NB99_C",5563,37.8962,-7.96819,,,,"PT",,
"NB99_I",5569,37.914,-7.9451,,,,"PT",,
"NB99_L",5572,37.8776,-7.92307,,,,"PT",,
"NB99_P",5575,37.9317,-7.922,,,,"PT",,
"NB99_R",5577,37.8774,-7.90034,,,,"PT",,
"NB99_X",5583,37.8951,-7.87724,,,,"PT",,
"NC06_H",5593,38.5282,-8.96609,,,,"PT",,
"NC06_K",5596,38.4922,-8.94299,,,,"PT",,
"NC06_P",5600,38.5643,-8.94332,,,,"PT",,
"NC06_R",5602,38.5103,-8.92014,,,,"PT",,
"NC06_W",5607,38.5104,-8.89721,,,,"PT",,
"NC06_X",5608,38.5284,-8.89728,,,,"PT",,
"NC06_Z",5610,38.5644,-8.89743,,,,"PT",,
"NC07",672,38.6216,-8.94389,,,,"PT",,
"NC08_A",5636,38.674,-8.98732,,,,"PT",,
"NC08_E",5640,38.746,-8.98761,,,,"PT",,
"NC08_G",5642,38.692,-8.96441,,,,"PT",,
"NC08_I",5644,38.7281,-8.96454,,,,"PT",,
"NC08_M",5648,38.7101,-8.94148,,,,"PT",,
"NC08_T",5654,38.7282,-8.91854,,,,"PT",,
"NC08_U",5655,38.7462,-8.9186,,,,"PT",,
"NC08_X",5658,38.7102,-8.8955,,,,"PT",,
"NC08_Y",5659,38.7282,-8.89555,,,,"PT",,
"NC09",714,38.8018,-8.94375,,,,"PT",,
"NC09_J",5670,38.8362,-8.96495,,,,"PT",,
"NC09_K",5671,38.7642,-8.94167,,,,"PT",,
"NC09_R",5677,38.7822,-8.91871,,,,"PT",,
"NC09_T",5679,38.8182,-8.91882,,,,"PT",,
"NC09_V",5681,38.7642,-8.89565,,,,"PT",,
"NC09_Z",5685,38.8363,-8.89585,,,,"PT",,
"NC11_T",5729,38.0962,-8.80439,,,,"PT",,
"NC11_X",5733,38.0782,-8.78155,,,,"PT",,
"NC11_Y",5734,38.0962,-8.78159,,,,"PT",,
"NC12_V",26971,38.1332098876,-8.7832450672,,,,"PT",,
"NC14",617,38.3511,-8.82966,,,,"PT",,
"NC15",636,38.4412,-8.82944,,,,"PT",,
"NC15_E",5765,38.4744,-8.87415,,,,"PT",,
"NC15_H",5768,38.4384,-8.85111,,,,"PT",,
"NC15_I",5769,38.4564,-8.85117,,,,"PT",,
"NC15_L",5772,38.4204,-8.82815,,,,"PT",,
"NC15_M",5773,38.4385,-8.82821,,,,"PT",,
"NC15_S",5778,38.4385,-8.8053,,,,"PT",,
"NC15_V",5781,38.4025,-8.78231,,,,"PT",,
"NC16_G",5792,38.5105,-8.85135,,,,"PT",,
"NC16_S",5803,38.5286,-8.80554,,,,"PT",,
"NC16_Y",5809,38.5466,-8.78265,,,,"PT",,
"NC19",715,38.8017,-8.82859,,,,"PT",,
"NC19_D",5864,38.8183,-8.87277,,,,"PT",,
"NC19_H",5868,38.8003,-8.8497,,,,"PT",,
"NC19_J",5870,38.8364,-8.84978,,,,"PT",,
"NC19_L",5872,38.7824,-8.82665,,,,"PT",,
"NC19_N",5874,38.8184,-8.82671,,,,"PT",,
"NC19_P",5875,38.8364,-8.82675,,,,"PT",,
"NC19_S",5878,38.8004,-8.80366,,,,"PT",,
"NC19_T",5879,38.8184,-8.80369,,,,"PT",,
"NC19_U",5880,38.8364,-8.80371,,,,"PT",,
"NC20_H",5893,37.9882,-8.73581,,,,"PT",,
"NC20_K",5896,37.9522,-8.713,,,,"PT",,
"NC20_P",5900,38.0242,-8.7131,,,,"PT",,
"NC20_R",5902,37.9702,-8.69026,,,,"PT",,
"NC20_T",5904,38.0062,-8.6903,,,,"PT",,
"NC20_X",5908,37.9882,-8.66752,,,,"PT",,
"NC22_A",5936,38.1323,-8.75887,,,,"PT",,
"NC24",618,38.3509,-8.71521,,,,"PT",,
"NC25",637,38.441,-8.71486,,,,"PT",,
"NC25_A",6011,38.4025,-8.75941,,,,"PT",,
"NC26_D",6039,38.5467,-8.75971,,,,"PT",,
"NC26_J",6045,38.5647,-8.7368,,,,"PT",,
"NC27",674,38.6212,-8.71415,,,,"PT",,
"NC27_D",6064,38.6367,-8.7599,,,,"PT",,
"NC27_H",6068,38.6188,-8.7369,,,,"PT",,
"NC27_I",6069,38.6368,-8.73693,,,,"PT",,
"NC27_N",6074,38.6368,-8.71396,,,,"PT",,
"NC27_R",6077,38.6008,-8.69095,,,,"PT",,
"NC27_U",6080,38.6548,-8.69101,,,,"PT",,
"NC27_V",6081,38.5828,-8.66798,,,,"PT",,
"NC28_C",6088,38.7104,-8.75754,,,,"PT",,
"NC28_I",6094,38.7284,-8.73455,,,,"PT",,
"NC28_R",6102,38.6924,-8.68856,,,,"PT",,
"NC28_T",6104,38.7284,-8.68855,,,,"PT",,
"NC28_V",6106,38.6743,-8.66558,,,,"PT",,
"NC28_Z",6110,38.7464,-8.66555,,,,"PT",,
"NC30_B",6137,37.9702,-8.64474,,,,"PT",,
"NC30_E",6140,38.0243,-8.64476,,,,"PT",,
"NC30_K",6146,37.9522,-8.59922,,,,"PT",,
"NC30_P",6150,38.0243,-8.59921,,,,"PT",,
"NC30_V",6156,37.9522,-8.55371,,,,"PT",,
"NC30_Y",6159,38.0062,-8.55367,,,,"PT",,
"NC33",601,38.2604,-8.60126,,,,"PT",,
"NC33_C",6213,38.2585,-8.64487,,,,"PT",,
"NC33_I",6219,38.2765,-8.62202,,,,"PT",,
"NC33_K",6221,38.2225,-8.59917,,,,"PT",,
"NC33_R",6227,38.2405,-8.57632,,,,"PT",,
"NC33_V",6231,38.2224,-8.55349,,,,"PT",,
"NC33_X",6233,38.2585,-8.55346,,,,"PT",,
"NC34",619,38.3505,-8.60077,,,,"PT",,
"NC35",638,38.4407,-8.60027,,,,"PT",,
"NC37",675,38.6209,-8.59928,,,,"PT",,
"NC38_B",6337,38.6923,-8.64258,,,,"PT",,
"NC38_F",6341,38.6743,-8.61961,,,,"PT",,
"NC38_H",6343,38.7103,-8.61957,,,,"PT",,
"NC38_J",6345,38.7464,-8.61954,,,,"PT",,
"NC38_L",6347,38.6923,-8.59661,,,,"PT",,
"NC38_N",6349,38.7283,-8.59656,,,,"PT",,
"NC38_P",6350,38.7464,-8.59653,,,,"PT",,
"NC38_Q",6351,38.6743,-8.57365,,,,"PT",,
"NC39",717,38.8011,-8.59827,,,,"PT",,
"NC39_A",6361,38.7644,-8.64253,,,,"PT",,
"NC39_G",6367,38.7824,-8.6195,,,,"PT",,
"NC39_J",6370,38.8365,-8.61944,,,,"PT",,
"NC39_R",6377,38.7824,-8.57347,,,,"PT",,
"NC39_T",6379,38.8184,-8.5734,,,,"PT",,
"NC39_Z",6385,38.8364,-8.55034,,,,"PT",,
"NC40_B",6387,37.9702,-8.53094,,,,"PT",,
"NC40_D",6389,38.0062,-8.5309,,,,"PT",,
"NC40_J",6395,38.0242,-8.5081,,,,"PT",,
"NC40_N",6399,38.0062,-8.48535,,,,"PT",,
"NC40_S",6403,37.9881,-8.46262,,,,"PT",,
"NC40_Y",6409,38.0061,-8.43981,,,,"PT",,
"NC41_D",6414,38.0963,-8.53079,,,,"PT",,
"NC41_F",6416,38.0422,-8.50807,,,,"PT",,
"NC41_H",6418,38.0783,-8.50802,,,,"PT",,
"NC41_N",6424,38.0963,-8.48519,,,,"PT",,
"NC41_R",6427,38.0602,-8.46247,,,,"PT",,
"NC41_S",6428,38.0782,-8.46243,,,,"PT",,
"NC41_V",6431,38.0422,-8.43972,,,,"PT",,
"NC42_G",6442,38.1503,-8.50792,,,,"PT",,
"NC42_K",6446,38.1323,-8.48513,,,,"PT",,
"NC43_B",6462,38.2405,-8.53063,,,,"PT",,
"NC43_D",6464,38.2765,-8.53059,,,,"PT",,
"NC43_F",6466,38.2224,-8.50781,,,,"PT",,
"NC43_J",6470,38.2945,-8.50771,,,,"PT",,
"NC43_K",6471,38.2224,-8.48497,,,,"PT",,
"NC43_N",6474,38.2764,-8.48488,,,,"PT",,
"NC43_P",6475,38.2945,-8.48485,,,,"PT",,
"NC43_S",6478,38.2584,-8.46206,,,,"PT",,
"NC43_T",6479,38.2764,-8.46202,,,,"PT",,
"NC43_U",6480,38.2944,-8.46199,,,,"PT",,
"NC43_V",6481,38.2223,-8.43929,,,,"PT",,
"NC43_Y",6484,38.2764,-8.43917,,,,"PT",,
"NC44",620,38.3501,-8.48633,,,,"PT",,
"NC45",639,38.4402,-8.48569,,,,"PT",,
"NC48_E",6590,38.7463,-8.52752,,,,"PT",,
"NC48_I",6594,38.7282,-8.50456,,,,"PT",,
"NC48_L",6597,38.6922,-8.48167,,,,"PT",,
"NC48_V",6606,38.674,-8.43576,,,,"PT",,
"NC48_X",6608,38.7101,-8.43562,,,,"PT",,
"NC48_Y",6609,38.7281,-8.43556,,,,"PT",,
"NC48_Z",6610,38.7461,-8.43549,,,,"PT",,
"NC51_A",6661,38.0421,-8.41694,,,,"PT",,
"NC51_C",6663,38.0782,-8.41684,,,,"PT",,
"NC51_J",6670,38.1142,-8.39394,,,,"PT",,
"NC51_N",6674,38.0961,-8.37119,,,,"PT",,
"NC51_U",6680,38.1141,-8.34833,,,,"PT",,
"NC51_X",6683,38.078,-8.32566,,,,"PT",,
"NC53_E",6715,38.2944,-8.41626,,,,"PT",,
"NC53_I",6719,38.2763,-8.39345,,,,"PT",,
"NC53_M",6723,38.2582,-8.37066,,,,"PT",,
"NC53_R",6727,38.2402,-8.34787,,,,"PT",,
"NC53_T",6729,38.2762,-8.34774,,,,"PT",,
"NC53_X",6733,38.2581,-8.32496,,,,"PT",,
"NC55",640,38.4397,-8.37111,,,,"PT",,
"NC55_A",6761,38.4025,-8.41597,,,,"PT",,
"NC55_G",6767,38.4204,-8.39302,,,,"PT",,
"NC55_I",6769,38.4565,-8.39292,,,,"PT",,
"NC55_P",6775,38.4745,-8.36994,,,,"PT",,
"NC55_S",6778,38.4384,-8.34716,,,,"PT",,
"NC55_T",6779,38.4564,-8.34709,,,,"PT",,
"NC55_W",6782,38.4203,-8.32432,,,,"PT",,
"NC56_E",6790,38.5646,-8.41554,,,,"PT",,
"NC56_G",6792,38.5105,-8.39275,,,,"PT",,
"NC56_K",6796,38.4925,-8.36988,,,,"PT",,
"NC56_P",6800,38.5645,-8.36965,,,,"PT",,
"NC56_Q",6801,38.4924,-8.34696,,,,"PT",,
"NC56_S",6803,38.5285,-8.34683,,,,"PT",,
"NC56_W",6807,38.5104,-8.32396,,,,"PT",,
"NC56_Z",6810,38.5644,-8.32375,,,,"PT",,
"NC57",677,38.6199,-8.36954,,,,"PT",,
"NC57_C",6813,38.6187,-8.4154,,,,"PT",,
"NC57_E",6815,38.6547,-8.4153,,,,"PT",,
"NC57_P",6825,38.6546,-8.36935,,,,"PT",,
"NC57_R",6827,38.6005,-8.34657,,,,"PT",,
"NC57_X",6833,38.6185,-8.32354,,,,"PT",,
"NC57_Z",6835,38.6545,-8.32339,,,,"PT",,
"NC58_U",6855,38.7459,-8.34347,,,,"PT",,
"NC58_W",6857,38.6917,-8.32075,,,,"PT",,
"NC59_B",6862,38.7821,-8.41235,,,,"PT",,
"NC59_F",6866,38.764,-8.38941,,,,"PT",,
"NC59_I",6869,38.8181,-8.38917,,,,"PT",,
"NC59_R",6877,38.7819,-8.3433,,,,"PT",,
"NC59_V",6881,38.7638,-8.32037,,,,"PT",,
"NC59_W",6882,38.7818,-8.32028,,,,"PT",,
"NC59_X",6883,38.7998,-8.32018,,,,"PT",,
"NC60_E",6890,38.0239,-8.3031,,,,"PT",,
"NC60_G",6892,37.9697,-8.28056,,,,"PT",,
"NC60_M",6898,37.9877,-8.25772,,,,"PT",,
"NC60_R",6902,37.9696,-8.23504,,,,"PT",,
"NC60_T",6904,38.0056,-8.23486,,,,"PT",,
"NC60_X",6908,37.9875,-8.21218,,,,"PT",,
"NC62_C",6938,38.168,-8.30249,,,,"PT",,
"NC62_G",6942,38.1499,-8.27975,,,,"PT",,
"NC62_K",6946,38.1318,-8.25702,,,,"PT",,
"NC62_R",6952,38.1498,-8.23411,,,,"PT",,
"NC63",604,38.2588,-8.25838,,,,"PT",,
"NC63_P",6975,38.294,-8.25623,,,,"PT",,
"NC64_C",6988,38.3482,-8.30172,,,,"PT",,
"NC64_D",6989,38.3662,-8.30165,,,,"PT",,
"NC64_H",6993,38.3481,-8.27884,,,,"PT",,
"NC64_L",6997,38.33,-8.25605,,,,"PT",,
"NC64_M",6998,38.348,-8.25596,,,,"PT",,
"NC64_Q",7001,38.3119,-8.23327,,,,"PT",,
"NC64_R",7002,38.33,-8.23318,,,,"PT",,
"NC64_U",7005,38.384,-8.2329,,,,"PT",,
"NC64_X",7008,38.3479,-8.21021,,,,"PT",,
"NC65",641,38.439,-8.25654,,,,"PT",,
"NC65_N",7024,38.4561,-8.25544,,,,"PT",,
"NC66_A",7036,38.4923,-8.30111,,,,"PT",,
"NC66_B",7037,38.5103,-8.30103,,,,"PT",,
"NC66_C",7038,38.5283,-8.30096,,,,"PT",,
"NC66_D",7039,38.5464,-8.30088,,,,"PT",,
"NC66_E",7040,38.5644,-8.3008,,,,"PT",,
"NC66_G",7042,38.5103,-8.2781,,,,"PT",,
"NC66_H",7043,38.5283,-8.27802,,,,"PT",,
"NC66_J",7045,38.5643,-8.27786,,,,"PT",,
"NC66_L",7047,38.5102,-8.25517,,,,"PT",,
"NC66_M",7048,38.5282,-8.25508,,,,"PT",,
"NC66_N",7049,38.5462,-8.255,,,,"PT",,
"NC66_Y",7059,38.5461,-8.20911,,,,"PT",,
"NC67",678,38.6192,-8.25468,,,,"PT",,
"NC67_T",7079,38.6362,-8.23158,,,,"PT",,
"NC68_B",7087,38.6917,-8.29776,,,,"PT",,
"NC68_D",7089,38.7277,-8.29756,,,,"PT",,
"NC68_H",7093,38.7096,-8.27467,,,,"PT",,
"NC68_J",7095,38.7456,-8.27446,,,,"PT",,
"NC68_L",7097,38.6915,-8.25179,,,,"PT",,
"NC68_Q",7101,38.6734,-8.22892,,,,"PT",,
"NC68_W",7107,38.6913,-8.20581,,,,"PT",,
"NC69_K",7121,38.7636,-8.25134,,,,"PT",,
"NC71_B",7162,38.0595,-8.189,,,,"PT",,
"NC71_D",7164,38.0956,-8.18879,,,,"PT",,
"NC71_F",7166,38.0414,-8.16632,,,,"PT",,
"NC71_H",7168,38.0775,-8.1661,,,,"PT",,
"NC71_L",7172,38.0594,-8.14342,,,,"PT",,
"NC71_N",7174,38.0954,-8.14319,,,,"PT",,
"NC73_E",7215,38.2938,-8.18764,,,,"PT",,
"NC73_I",7219,38.2757,-8.16489,,,,"PT",,
"NC73_P",7225,38.2936,-8.14192,,,,"PT",,
"NC73_Q",7226,38.2214,-8.11954,,,,"PT",,
"NC73_T",7229,38.2755,-8.11918,,,,"PT",,
"NC73_W",7232,38.2393,-8.09658,,,,"PT",,
"NC74",623,38.3481,-8.14303,,,,"PT",,
"NC74_E",7240,38.3839,-8.18712,,,,"PT",,
"NC75_C",7263,38.4379,-8.1868,,,,"PT",,
"NC75_J",7270,38.4739,-8.16367,,,,"PT",,
"NC75_N",7274,38.4557,-8.14087,,,,"PT",,
"NC75_Q",7276,38.4016,-8.11833,,,,"PT",,
"NC75_W",7282,38.4195,-8.0953,,,,"PT",,
"NC75_Y",7284,38.4556,-8.09505,,,,"PT",,
